main verb - infinito senza to;separabile- se segnato vuol dire si;prep_1;prep_2
head;;on;
head;;out;
head;;over;
head;;through;
head;;up;
headline;;over;
head-scratching;;over;
heal;;around;
heal;;down;
heal;;out;
heal;;over;
heal;;up;
heap;;up;
hear;;around;
hear;;down;
hear;;off;
hear;;out;
hear;;over;
hear;;up;
hearken;;unto;
rise;;out;
heat;;off;
heat;;out;
heat;;through;
heat;;up;
heating;;up;
heave;;aside;
heave;;away;
heave;;down;
heave;;off;
heave;;out;
heave;;over;
heave;;up;
heckle;;out;
hedge;;aside;
hedge;;up;
heed;;unto;
helicopter;;out;
help;;along;
help;;around;
help;;down;
help;;off;
help;;open;
help;;out;
help;;over;
help;;up;
herd;;along;
herd;;around;
herd;;down;
herd;;in;
herd;;up;
hers;;up;
hes;;up;
hesitate;;over;
hew;;down;
hew;;out;
hibernate;;in;
hide;;away;
hide;;down;
hide;;in;
hide;;out;
hide;;up;
highlight;;out;
highlight;;up;
hike;;down;
hike;;off;
hike;;out;
hike;;up;
hinge;;on;
hinge;;out;
hinge;;over;
hinge;;up;
hinge;;upon;
hint;;upon;
hire;;off;
hire;;on;
hire;;out;
hire;;up;
hiss;;out;
hit;;off;
hit;;on;
hit;;out;
hit;;up;
hitch;;up;
hive;;off;
hoard;;up;
hobble;;along;
hobble;;around;
hobble;;off;
hoe;;up;
hoist;;out;
hoist;;up;
hold;;along;
hold;;around;
hold;;down;
hold;;in;
hold;;off;
hold;;on;
hold;;open;
hold;;out;
hold;;over;
hold;;up;
holden;;out;
holdeth;;up;
hole;;out;
hole;;up;
holler;;along;
hollow;;out;
homeschooling;;over;
hone;;down;
hone;;up;
honour;;along;
honour;;out;
hoof;;along;
hoof;;off;
hoof;;out;
hoof;;over;
hook;;on;
hook;;out;
hook;;up;
hoop;;over;
hoover;;out;
hoover;;up;
hop;;across;
hop;;around;
hop;;away;
hop;;down;
hop;;off;
hop;;on;
hop;;out;
hop;;over;
hop;;up;
hope;;in;
hope;;up;
hopscotch;;over;
horse;;around;
horse-riding;;through;
hose;;down;
hose;;out;
host;;along;
host;;on;
host;;up;
hots;;up;
hotted;;up;
hotting;;up;
houk;;up;
hound;;along;
hound;;off;
hound;;out;
house;;around;
house;;up;
house;;up;
hover;;around;
hover;;away;
hover;;off;
hover;;over;
howl;;along;
howl;;down;
howl;;up;
huddle;;around;
huddle;;up;
hug;;around;
hulk;;out;
hum;;along;
hum;;down;
hunch;;over;
hunch;;up;
hunker;;down;
hunt;;across;
hunt;;around;
hunt;;down;
hunt;;in;
hunt;;out;
hunt;;over;
hunt;;through;
hunt;;up;
hurl;;along;
hurl;;around;
hurl;;aside;
hurl;;down;
hurl;;out;
hurry;;along;
hurry;;away;
hurry;;down;
hurry;;off;
hurry;;on;
hurry;;out;
hurry;;over;
hurry;;through;
hurry;;up;
hurt;;off;
hurt;;over;
hurtle;;along;
hurtle;;down;
hurtle;;off;
hurtle;;on;
hurtle;;out;
hurtle;;up;
hush;;up;
hustle;;out;
hyp;;up;
ice;;down;
ice;;on;
identify;;along;
identify;;around;
identify;;out;
identify;;over;
identify;;through;
identify;;up;
idle;;away;
idle;;up;
ignore;;along;
ignore;;aside;
ignore;;over;
ignore;;up;
ill-thought;;out;
immerse;;unto;
impact;;on;
impact;;upon;
impede;;upon;
impinge;;upon;
implant;;along;
implement;;up;
implicate;;along;
import;;on;
import;;out;
import;;up;
impose;;on;
impose;;up;
impose;;upon;
impress;;up;
impress;;upon;
improve;;along;
improve;;in;
improve;;off;
improve;;on;
improve;;out;
improve;;over;
improve;;up;
improve;;upon;
improvise;;around;
improvise;;on;
improvise;;out;
inactivate;;out;
inch;;along;
inch;;away;
inch;;out;
inch;;up;
incline;;up;
include;;along;
include;;around;
include;;in;
include;;off;
include;;on;
include;;open;
include;;out;
include;;over;
include;;through;
include;;up;
inconvenience;;along;
incorporate;;over;
incorporate;;up;
increase;;along;
increase;;around;
increase;;down;
increase;;in;
increase;;out;
increase;;over;
increase;;up;
incur;;out;
incur;;up;
indemnify;;out;
index;;off;
indulge;;in;
infest;;out;
inflate;;away;
inflate;;up;
influence;;away;
influence;;on;
infringe;;upon;
ing;;over;
ingest;;up;
inherit;;down;
inherit;;in;
inhibit;;over;
inject;;around;
injure;;in;
injure;;over;
injure;;up;
ink;;up;
innovate;;around;
insert;;along;
insert;;down;
insert;;up;
insist;;on;
insist;;upon;
inspect;;along;
inspect;;up;
keep;;up;
install;;along;
install;;down;
install;;in;
install;;off;
install;;on;
install;;over;
install;;up;
instigate;;around;
institute;;in;
instruct;;on;
instruct;;unto;
insuranced;;up;
insure;;on;
insure;;up;
int;;off;
integrate;;off;
integrate;;out;
integrate;;up;
inter;;up;
interact;;up;
interchange;;along;
interchange;;off;
interest;;in;
interleave;;across;
interpret;;out;
intersect;;around;
intersted;;in;
intervene;;in;
interview;;along;
interview;;aside;
interview;;up;
interweave;;in;
intitule;;unto;
introduce;;along;
introduce;;up;
intrude;;upon;
invalid;;out;
invent;;out;
invest;;around;
invest;;in;
invest;;up;
investigate;;along;
invite;;along;
invite;;down;
invite;;in;
invite;;out;
invite;;over;
invite;;through;
invite;;up;
involve;;in;
involve;;off;
involve;;out;
involve;;up;
iring;;out;
iron;;out;
iron;;up;
irritate;;away;
isn't;;over;
isn't;;over;
isnt;;up;
isolate;;up;
issue;;along;
issue;;out;
issue;;over;
issue;;up;
taking;;out;
itch;;around;
iterate;;over;
iterate;;up;
jack;;off;
jack;;up;
jail;;along;
jam;;along;
jam;;open;
jam;;out;
jam;;up;
jangle;;out;
jape;;over;
jarried;;up;
jarry;;up;
jaunt;;off;
jazz;;out;
jazz;;up;
jelly;;out;
jerk;;around;
jerk;;off;
jerk;;out;
jerk;;up;
jerry-build;;upon;
jet;;off;
jet;;out;
jet;;over;
jingle;;down;
jog;;along;
jog;;around;
jog;;down;
jog;;off;
jog;;out;
jog;;up;
jogtrotted;;off;
join;;in;
join;;on;
join;;out;
join;;up;
joined;;up;
joining;;up;
joke;;around;
joke;;aside;
joke;;on;
joke;;out;
jolt;;down;
jolt;;out;
jot;;down;
journed;;through;
journey;;along;
journey;;down;
journey;;on;
journey;;out;
journey;;through;
journey;;up;
judge;;on;
juggle;;around;
juiced;;up;
juice-sloshing;;out;
jumble;;up;
jump;;across;
jump;;around;
jump;;down;
jump;;in;
jump;;off;
jump;;on;
jump;;out;
jump;;over;
jump;;through;
jump;;up;
justify;;up;
jut;;out;
jut;;up;
kadeed;;out;
kayaked;;down;
keel;;over;
keen;;over;
keep;;along;
keep;;apart;
keep;;around;
keep;;aside;
keep;;away;
keep;;down;
keep;;off;
keep;;on;
keep;;open;
keep;;out;
keep;;over;
keep;;up;
keffed;;up;
kept;;out;
kepyd;;up;
kern;;out;
key;;along;
key;;in;
key;;out;
key;;up;
kick;;around;
kick;;away;
kick;;down;
kick;;in;
kick;;off;
kick;;on;
kick;;open;
kick;;out;
kick;;over;
kick;;up;
kicked/logging;;in;
kid;;aside;
kidnap;;up;
kill;;along;
kill;;around;
kill;;off;
kill;;out;
kill;;over;
kill;;up;
kiln;;around;
kindle;;up;
kip;;down;
kip;;out;
kiss;;away;
kiss;;off;
kite;;out;
kite;;up;
kitten;;off;
knead;;in;
kneel;;down;
kneel;;on;
kneel;;up;
kneeles;;down;
knit;;on;
knit;;up;
knock;;along;
knock;;around;
knock;;aside;
knock;;down;
knock;;off;
knock;;on;
knock;;out;
knock;;over;
knock;;through;
knock;;up;
knocked;;up;
knot;;up;
know;;around;
know;;down;
know;;off;
know;;out;
know;;over;
know;;unto;
know;;up;
knuckling;;down;
label;;out;
label;;over;
label;;up;
labour;;out;
labour;;over;
lace;;up;
lack;;in;
lack;;up;
lacquer;;over;
ladle;;on;
ladle;;out;
lag;;around;
lag;;out;
laminate;;up;
lamped;;up;
land;;around;
land;;in;
land;;on;
land;;out;
land;;up;
languish;;down;
lap;;around;
lap;;up;
lark;;around;
lash;;down;
lash;;out;
lash;;up;
lasso;;out;
last;;around;
last;;down;
last;;out;
last;;up;
latch;;on;
latch;;out;
latch;;up;
late;;out;
lather;;up;
laugh;;along;
laugh;;away;
laugh;;down;
laugh;;off;
laugh;;out;
laugh;;over;
laugh;;up;
launch;;around;
launch;;down;
launch;;off;
launch;;on;
launch;;out;
launch;;through;
launch;;up;
lay;;around;
lay;;aside;
lay;;away;
lay;;down;
lay;;in;
lay;;off;
lay;;on;
lay;;open;
lay;;out;
lay;;over;
lay;;unto;
lay;;up;
layed;;down;
layed;;out;
layed;;up;
layer;;up;
laze;;around;
laze;;away;
leach;;off;
leach;;out;
lead;;along;
lead;;around;
lead;;aside;
lead;;away;
lead;;down;
lead;;in;
lead;;off;
lead;;on;
lead;;out;
lead;;through;
lead;;up;
leafleted;;up;
leak;;around;
leak;;in;
leak;;out;
leak;;through;
lean;;across;
lean;;around;
lean;;down;
lean;;in;
lean;;on;
lean;;out;
lean;;over;
lean;;up;
lean;;upon;
leap;;around;
leap;;away;
leap;;down;
leap;;in;
leap;;off;
leap;;out;
leap;;over;
leap;;up;
leap;;upon;
learn;;along;
learn;;away;
learn;;in;
learn;;off;
learn;;out;
learn;;over;
learn;;through;
learn;;up;
lease;;off;
lease;;out;
leave;;around;
leave;;aside;
leave;;down;
leave;;off;
leave;;on;
leave;;open;
leave;;out;
leave;;over;
leave;;up;
leave;;whole;
leavering;;off;
lecture;;in;
lecture;;on;
lecture;;out;
lecture;;over;
lecture;;upon;
leer;;out;
join;;out;
leg;;off;
leg;;up;
legislate;;out;
legislate;;over;
lell;;away;
lelled;;away;
lend;;off;
lend;;out;
lend;;unto;
lend;;up;
lerrim;;in;
let;;along;
let;;down;
let;;in;
let;;off;
let;;on;
let;;out;
let;;through;
let;;up;
letter;;out;
level;;down;
level;;off;
level;;out;
level;;up;
levelling;;down;
lever;;down;
lever;;in;
lever;;off;
lever;;out;
lever;;over;
lever;;up;
leverage;;off;
leverage;;up;
levy;;along;
licence;;up;
license;;down;
license;;out;
license;;up;
lick;;off;
lick;;out;
lick;;up;
lie;;across;
lie;;along;
lie;;around;
lie;;aside;
lie;;down;
lie;;in;
lie;;off;
lie;;on;
lie;;out;
lie;;over;
lie;;up;
lie;;upon;
life;;down;
lifeted;;out;
lift;;in;
lift;;off;
lift;;on;
lift;;out;
lift;;over;
lift;;up;
light;;off;
light;;on;
light;;out;
light;;over;
light;;up;
lighten;;up;
lightening;;up;
like;;on;
like;;out;
like;;unto;
like;;up;
limber;;up;
limit;;away;
limit;;in;
limit;;out;
limit;;up;
limp;;across;
limp;;along;
limp;;around;
limp;;down;
limp;;off;
limp;;on;
limp;;out;
limp;;over;
limp;;up;
line;;down;
line;;out;
line;;up;
linger;;off;
linger;;on;
linger;;over;
link;;across;
link;;down;
link;;in;
link;;off;
link;;out;
link;;over;
link;;through;
link;;up;
lip;;out;
list;;along;
list;;down;
list;;off;
list;;on;
list;;out;
list;;up;
listen;;in;
listen;;on;
listen;;out;
listen;;up;
litter;;down;
liue;;in;
live;;along;
live;;around;
live;;away;
live;;down;
live;;in;
live;;off;
live;;on;
live;;out;
live;;over;
live;;through;
live;;unto;
live;;up;
live;;upon;
lived;;off;
lived;;through;
liven;;up;
living;;off;
look;;down;
load;;down;
load;;in;
load;;off;
load;;on;
load;;out;
load;;over;
load;;through;
load;;up;
loadened;;down;
loaf;;along;
loaf;;around;
loan;;out;
loan;;up;
lob;;over;
lob;;up;
locate;;along;
locate;;away;
locate;;down;
locate;;in;
locate;;off;
locate;;on;
locate;;out;
locate;;up;
locate;;upon;
lock;;away;
lock;;down;
lock;;in;
lock;;off;
lock;;on;
lock;;out;
lock;;over;
lock;;through;
lock;;up;
locked;;up;
lodge;;along;
lodge;;in;
lodge;;out;
log;;in;
log;;off;
log;;on;
log;;out;
log;;over;
log;;up;
loiter;;around;
loll;;around;
loll;;out;
longlasting;;out;
looing;;down;
look;;across;
look;;along;
look;;around;
look;;aside;
look;;away;
look;;down;
look;;in;
look;;off;
look;;on;
look;;over;
look;;through;
look;;unto;
look;;upon;
looked;;through;
loom;;out;
loom;;over;
loom;;up;
loop;;in;
loop;;out;
loop;;over;
loop;;through;
loop;;up;
loose;;off;
loose;;out;
loosen;;off;
loosen;;up;
loot;;around;
loot;;out;
lop;;down;
lop;;off;
lope;;along;
lope;;around;
lope;;out;
lope;;over;
lord;;over;
lord;;up;
lose;;down;
lose;;off;
lose;;out;
lose;;through;
lose;;up;
loseing;;out;
lot;;out;
lounge;;around;
lounge;;up;
love;;out;
love;;up;
lower;;down;
lower;;off;
lowsiding;;out;
lubber;;up;
luck;;out;
luff;;up;
lug;;along;
lug;;around;
lug;;out;
lumber;;around;
lumber;;out;
lump;;across;
lunch;;out;
lunge;;out;
lunge;;up;
lurch;;around;
lurch;;down;
lurch;;off;
lurch;;out;
lure;;out;
lurk;;around;
lurk;;out;
luxuriate;;in;
lving;;out;
machine;;off;
machine;;out;
mad'st;;away;
magnify;;up;
mail;;out;
mail;;up;
mainstreamed;;off;
maintain;;along;
maintain;;down;
maintain;;out;
maintain;;up;
make;;along;
make;;around;
make;;down;
make;;in;
make;;off;
make;;on;
make;;open;
make;;out;
make;;over;
make;;unto;
make;;up;
make;;whole;
make-up;;on;
manage;;away;
manage;;down;
manage;;off;
manage;;on;
manage;;out;
manage;;through;
manage;;up;
maneuver;;around;
maneuvre;;around;
mangle;;up;
manhandle;;up;
manipulate;;over;
manoeuvre;;along;
manoeuvre;;around;
manoeuvre;;down;
manoeuvre;;over;
manufacture;;down;
manufacture;;out;
manufacture;;up;
manure;;around;
map;;out;
march;;along;
march;;around;
march;;down;
march;;off;
march;;on;
march;;out;
march;;over;
march;;through;
march;;up;
march;;upon;
mark;;along;
mark;;down;
mark;;off;
mark;;out;
mark;;up;
market;;out;
marry;;off;
marry;;out;
marry;;up;
marryed;;unto;
marshal;;out;
marvel;;over;
mash;;up;
mask;;off;
mask;;out;
master;;off;
mat;;down;
match;;on;
match;;out;
match;;up;
mate;;up;
mate;;down;
materialise;;out;
materialise;;over;
materialize;;out;
materialize;;over;
matter;;up;
maul;;down;
max;;out;
maxed;;out;
me;;on;
mean;;along;
mean;;in;
mean;;off;
mean;;out;
mean;;over;
mean;;up;
meander;;along;
meander;;around;
meander;;down;
meander;;off;
meander;;over;
meander;;through;
meander;;up;
measure;;along;
measure;;around;
measure;;down;
measure;;out;
measure;;up;
med;;out;
meddle;;up;
meditate;;on;
meditate;;upon;
meet;;along;
meet;;down;
meet;;in;
meet;;out;
meet;;over;
meet;;up;
meld;;in;
mellow;;out;
mellow;;up;
melt;;away;
melt;;down;
melt;;off;
melt;;over;
mention;;along;
mention;;around;
mention;;out;
mention;;up;
mentore;;along;
merchandise;;through;
merge;;in;
merit;;out;
mess;;around;
mess;;up;
mete;;out;
miced;;up;
migrate;;around;
migrate;;down;
migrate;;out;
migrate;;over;
migrate;;through;
migrate;;up;
mike;;up;
milk;;over;
milk;;up;
mill;;around;
mill;;out;
mime;;along;
mince;;around;
mince;;out;
mind;;out;
mind;;over;
mind;;up;
minelaying;;off;
mingle;;out;
mingle;;over;
minimise;;down;
minimize;;down;
minister;;around;
minister;;unto;
mire;;down;
mirror;;off;
mislead;;down;
miss;;along;
miss;;around;
miss;;off;
miss;;out;
miss;;up;
mist;;over;
mist;;up;
misunderstand;;out;
mix;;down;
mix;;on;
mix;;out;
mix;;up;
moan;;over;
mobilise;;around;
mock;;up;
model;;on;
model-making;;through;
moderate;;up;
molling;;over;
monged;;out;
monitor;;along;
monitor;;off;
monitor;;out;
monitor;;over;
monitor;;through;
monitor;;up;
monkey;;around;
mooch;;around;
moon;;around;
moon;;away;
moor;;out;
moor;;up;
mop;;out;
mop;;over;
mop;;up;
mope;;around;
mope;;over;
mortgage;;up;
mosey;;along;
mosey;;on;
mosh;;away;
mosied;;down;
motor;;across;
motor;;along;
motor;;down;
motor;;off;
motor;;out;
motor;;over;
motor;;up;
motorbiking;;around;
motor-sail;;down;
mottle;;down;
mould;;around;
mould;;out;
moult;;out;
moult;;through;
mount;;along;
mount;;out;
mount;;up;
mourn;;over;
mouse;;over;
mouth;;off;
mouth;;over;
move;;across;
move;;along;
move;;around;
move;;aside;
move;;away;
move;;down;
move;;in;
move;;off;
move;;on;
move;;out;
move;;over;
move;;through;
move;;up;
moving;;up;
mow;;away;
mow;;down;
mow;;up;
mown;;down;
muck;;around;
muck;;out;
muck;;up;
muddle;;along;
muddle;;around;
muddle;;through;
muddle;;up;
muff;;up;
muffle;;up;
mug;;up;
mull;;over;
multiply;;out;
multiply;;over;
multiply;;up;
munch;;down;
munch;;on;
murder;;around;
murder;;down;
murder;;up;
muscle;;off;
muscle;;out;
muse;;over;
mush;;up;
mushroom;;out;
muster;;out;
muster;;up;
mute;;on;
mutter;;along;
mutter;;over;
naffed;;off;
nail;;down;
nail;;up;
name;;out;
nark;;off;
narrow;;down;
narrow;;up;
navigate;;around;
navigate;;down;
navigate;;in;
navigate;;out;
navigate;;over;
navigate;;through;
navigate;;up;
navigate;;around;
move;;around;
neaten;;up;
necessitate;;out;
neck;;out;
need;;around;
need;;down;
need;;off;
need;;out;
need;;over;
need;;through;
need;;up;
negotiate;;around;
negotiate;;away;
negotiate;;up;
negotiate;;upon;
nestle;;up;
net;;around;
net;;off;
net;;on;
net;;out;
network;;off;
nibble;;away;
nick;;off;
nid-nod;;down;
nip;;across;
nip;;along;
nip;;around;
nip;;down;
nip;;in;
nip;;off;
nip;;out;
nip;;over;
nip;;up;
nock;;out;
nod;;along;
nod;;around;
nod;;down;
nod;;in;
nod;;off;
nod;;through;
noise;;off;
nominate;;up;
nose;;around;
nose;;out;
nosh;;down;
not;;over;
notch;;up;
note;;along;
note;;down;
note;;in;
note;;on;
note;;up;
notiched;;up;
notify;;up;
nourish;;up;
noursed;;up;
nuckle;;up;
nudge;;away;
nudge;;down;
nudge;;off;
nudge;;out;
nulled;;out;
nulling;;out;
number;;along;
number;;up;
nut;;up;
nuzzle;;up;
oar;;out;
object;;down;
obscure;;over;
observe;;off;
observe;;through;
observe;;up;
obsess;;over;
obtain;;down;
obtain;;off;
obtain;;out;
obtain;;up;
occupy;;around;
occupy;;up;
occur;;along;
occur;;around;
occur;;down;
occur;;off;
occur;;on;
occur;;out;
occur;;over;
occur;;up;
pick;;up;
offend;;through;
offer;;along;
offer;;around;
offer;;off;
offer;;open;
offer;;out;
offer;;through;
offer;;unto;
offer;;up;
offset;;out;
oil;;out;
oil;;up;
ok;;aside;
ok;;up;
omit;;out;
onodding;;off;
ooze;;down;
ooze;;out;
ooze;;over;
open;;along;
open;;around;
open;;down;
open;;in;
open;;off;
open;;out;
open;;over;
open;;through;
open;;unto;
open;;up;
opening;;up;
operate;;around;
operate;;down;
operate;;in;
operate;;off;
operate;;on;
operate;;out;
operate;;over;
operate;;through;
operate;;up;
operate;;upon;
oppose;;out;
opt;;in;
opt;;out;
optimize;;away;
orbit;;around;
order;;around;
order;;in;
order;;off;
order;;on;
order;;out;
order;;over;
order;;up;
organise;;around;
organise;;down;
organise;;off;
organise;;out;
organise;;up;
organize;;up;
orient;;around;
originate;;in;
originated;;out;
oscillate;;in;
oscillate;;up;
outcrop;;over;
outline;;along;
outshopping;;around;
overdose;;out;
overflow;;down;
overlap;;across;
overlap;;down;
overlap;;on;
overlap;;out;
overlayed;;on;
overtake;;down;
overwhelm;;over;
overwinter;;off;
owe;;down;
owe;;out;
owe;;up;
own;;out;
own;;up;
pace;;around;
pace;;down;
pace;;in;
pace;;off;
pace;;out;
pace;;up;
pack;;away;
pack;;down;
pack;;in;
pack;;off;
pack;;out;
pack;;up;
package;;up;
pad;;across;
pad;;around;
pad;;off;
pad;;out;
pad;;up;
paddle;;along;
paddle;;around;
paddle;;down;
paddle;;off;
paddle;;out;
paddle;;up;
paied;;unto;
paint;;down;
paint;;in;
paint;;on;
paint;;out;
paint;;over;
paint;;up;
pair;;around;
pair;;off;
pair;;up;
palm;;away;
palm;;down;
palm;;off;
palm;;over;
palm;;up;
pan;;across;
pan;;along;
pan;;aside;
pan;;down;
pan;;off;
pan;;on;
pan;;out;
pan;;over;
pan;;up;
paned;;out;
panick;;around;
pant;;along;
pant;;on;
pant;;up;
paper;;over;
parachute;;down;
parade;;along;
parade;;around;
parade;;out;
parade;;up;
parallel;;down;
parallelise;;over;
paralyse;;down;
parcel;;out;
parcel;;up;
pare;;away;
pare;;down;
pare;;off;
park;;across;
park;;around;
park;;away;
park;;down;
park;;in;
park;;off;
park;;out;
park;;up;
parkered;;up;
parry;;away;
parry;;out;
parse;;out;
parsed.;;out;
part;;off;
partialled;;out;
participate;;along;
participate;;in;
partition;;off;
partition;;up;
partner;;up;
party;;down;
party;;out;
pass;;along;
pass;;around;
pass;;away;
pass;;down;
pass;;in;
pass;;off;
pass;;on;
pass;;out;
pass;;over;
pass;;through;
pass;;unto;
pass;;up;
passing;;off;
passing;;on;
paste;;over;
paste;;up;
pat;;down;
patch;;up;
patrol;;around;
patterning;;around;
patterning;;down;
pause;;upon;
pave;;around;
pave;;over;
pave;;up;
paw;;away;
pay;;around;
pay;;down;
pay;;in;
pay;;off;
pay;;on;
pay;;out;
pay;;over;
pay;;unto;
pay;;up;
peak;;around;
peak;;out;
peal;;out;
pearl;;along;
pearl;;up;
peck;;around;
peck;;out;
pedal;;along;
pedal;;down;
pedal;;out;
pedal;;up;
pedalled;;up;
pedalling;;away;
pedalling;;up;
pee;;off;
pee;;on;
pee;;out;
pee;;up;
peek;;out;
peek;;through;
peel;;away;
peel;;off;
peel;;out;
peen;;in;
peep;;out;
peep;;through;
peep;;up;
peer;;around;
peer;;down;
peer;;out;
peer;;over;
peer;;up;
peg;;down;
peg;;on;
peg;;out;
peg;;up;
pellet;;over;
pellet;;up;
pelt;;down;
pelt;;up;
pen;;up;
penetrate;;down;
penetrate;;through;
penetrate;;up;
pension;;off;
people-watching;;around;
pep;;up;
perch;;around;
perch;;away;
perch;;out;
perch;;up;
percolate;;down;
percolate;;through;
perform;;along;
perform;;around;
perform;;in;
perform;;out;
perform;;over;
perform;;up;
perish;;along;
perk;;up;
permit;;up;
persevere;;unto;
persist;;up;
personalise;;up;
persuade;;out;
pertain;;unto;
peter;;out;
phase;;out;
phase;;over;
phohing;;up;
phone;;around;
phone;;out;
phone;;up;
photocopy;;up;
photograph;;along;
pick;;apart;
pick;;off;
pick;;on;
pick;;out;
pick;;over;
pick;;up;
pick;;upon;
picked;;up;
picture;;down;
picture;;up;
piddle;;around;
piddle;;in;
piddle;;out;
piece;;out;
pierce;;through;
pig;;out;
piggy-back;;on;
pile;;down;
pile;;on;
pile;;out;
pile;;up;
pilot;;up;
pimp;;out;
pimp;;up;
pin;;down;
pin;;out;
pin;;through;
pin;;up;
pinballed;;around;
pinch;;off;
pinch;;out;
pinch;;up;
pine;;over;
ping;;off;
ping;;out;
pinpoint;;over;
pipe;;down;
pipe;;out;
pipe;;up;
pirk;;up;
pish;;out;
piss;;around;
piss;;away;
piss;;down;
piss;;off;
piss;;on;
piss;;up;
pitch;;in;
pitch;;out;
pitch;;over;
pitch;;up;
pivot;;around;
place;;along;
place;;aside;
place;;down;
place;;on;
place;;out;
place;;up;
place;;upon;
plan;;along;
plan;;around;
plan;;down;
plan;;in;
plan;;on;
plan;;out;
plan;;through;
plan;;up;
plane;;down;
plane;;off;
plant;;down;
plant;;out;
plant;;over;
plant;;up;
plaster;;over;
plate;;out;
platemaking;;up;
play;;along;
play;;around;
play;;away;
play;;down;
play;;in;
play;;off;
play;;on;
play;;out;
play;;over;
play;;through;
play;;up;
play;;upon;
playin;;out;
playing;;out;
please;;open;
pleat;;down;
pledge;;up;
plod;;along;
plod;;down;
plod;;off;
plod;;on;
plod;;up;
plonk;;down;
plop;;down;
plop;;out;
plot;;along;
plot;;out;
plot;;up;
plough;;along;
plough;;down;
plough;;on;
plough;;out;
plough;;over;
plough;;through;
plough;;up;
pluck;;down;
pluck;;off;
pluck;;out;
pluck;;up;
plucked;;out;
plug;;away;
plug;;down;
plug;;in;
plug;;off;
plug;;through;
plug;;up;
plumb;;down;
plumb;;up;
plummet;;down;
plummet;;out;
plump;;up;
plunge;;down;
plunge;;off;
plunge;;out;
plunge;;over;
plunk;;down;
ply;;off;
poach;;down;
pod;;up;
point;;across;
point;;down;
point;;in;
point;;out;
point;;over;
point;;up;
poke;;along;
poke;;around;
poke;;down;
poke;;off;
poke;;out;
poke;;through;
poke;;up;
pole;;around;
pole;;off;
pole;;out;
police;;down;
polish;;around;
polish;;off;
polish;;out;
polish;;up;
ponce;;around;
ponced;;around;
ponder;;on;
ponder;;over;
pontificate;;over;
pony;;down;
poo;;out;
poo;;up;
poop;;out;
pootle;;down;
pootled;;along;
pootling;;along;
pootling;;off;
pop;;across;
pop;;along;
pop;;around;
pop;;down;
pop;;in;
pop;;off;
pop;;on;
pop;;open;
pop;;out;
pop;;over;
pop;;through;
pop;;up;
poped;;up;
pore;;over;
port;;over;
pose;;in;
pose;;on;
pose;;up;
position;;down;
position;;up;
post;;along;
post;;around;
post;;away;
post;;in;
post;;off;
post;;on;
post;;out;
post;;over;
post;;through;
post;;up;
postpone;;away;
postted;;off;
pot;;down;
pot;;off;
pot;;on;
pot;;up;
potter;;along;
potter;;around;
potter;;off;
pounce;;in;
pounce;;out;
pounce;;upon;
pound;;along;
pound;;away;
pound;;down;
pound;;out;
pound;;up;
pour;;along;
pour;;around;
pour;;away;
pour;;down;
pour;;in;
pour;;off;
pour;;on;
pour;;out;
pour;;over;
pour;;through;
pour;;upon;
poureth;;out;
pout;;out;
power;;away;
power;;down;
power;;off;
power;;on;
power;;out;
power;;over;
power;;up;
practice;;down;
practice;;in;
practice;;on;
practice;;up;
practise;;along;
practise;;on;
practise;;out;
practise;;upon;
praise;;along;
prance;;around;
prance;;down;
prate;;away;
pratting;;around;
prattle;;on;
pray;;around;
pray;;down;
pray;;on;
pray;;out;
pray;;over;
pray;;through;
pray;;unto;
preach;;on;
pre-censored;;out;
precipitate;;down;
precipitate;;out;
predict;;along;
predict;;over;
predict;;up;
prefered;;up;
premise;;upon;
prepare;;along;
pre-qualifies;;through;
prescribe;;along;
prescribe;;out;
prescribe;;up;
present;;along;
present;;in;
present;;off;
present;;on;
present;;out;
present;;over;
present;;unto;
present;;up;
preserve;;along;
preserve;;out;
preserve;;up;
preside;;over;
press;;down;
press;;in;
press;;on;
press;;out;
press;;through;
press;;up;
pressure;;down;
pressure;;off;
prettied;;up;
prevail;;in;
prevail;;over;
prevail;;up;
prevail;;upon;
prevent;;over;
prey;;on;
prey;;upon;
price;;down;
price;;off;
price;;out;
price;;up;
prick;;off;
prick;;out;
prick;;up;
print;;along;
print;;off;
print;;on;
print;;out;
print;;up;
prioritise;;up;
prise;;off;
prise;;open;
prise;;out;
prise;;up;
prissed;;up;
prize;;out;
probe;;over;
proceed;;along;
proceed;;around;
proceed;;down;
proceed;;on;
proceed;;out;
proceed;;through;
proceed;;up;
proceed;;upon;
process;;on;
process;;out;
process;;up;
proclaim;;unto;
carry;;out;
procure;;out;
produce;;along;
produce;;around;
produce;;out;
produce;;over;
produce;;up;
proffer;;up;
profil;;down;
profile;;up;
profit;;off;
profiteer;;out;
program;;up;
programme;;in;
programme;;off;
programme;;out;
programme;;through;
programme;;up;
progress;;along;
progress;;around;
progress;;down;
progress;;in;
progress;;on;
progress;;out;
progress;;over;
progress;;through;
progress;;up;
project;;down;
project;;on;
project;;out;
project;;upon;
proliferate;;out;
proliferate;;up;
promote;;out;
promote;;up;
prompt;;through;
pronounce;;upon;
proof;;off;
prop;;open;
prop;;up;
propagate;;down;
propagate;;out;
propagate;;up;
propel;;along;
propel;;up;
prophesy;;unto;
proportion;;out;
propose;;in;
propose;;up;
prospect;;through;
protect;;down;
